RMSE MAE Bias
8.036233901977539 5.854499816894531 -0.4679545760154724
7.946818828582764 5.8474602699279785 -0.4668329060077667
7.966696262359619 5.846595764160156 -0.4243640601634979
8.028424263000488 5.878119468688965 -0.35023176670074463
8.228487014770508 5.99333381652832 -0.25355058908462524
8.407644271850586 6.102466106414795 -0.21646025776863098
8.526912689208984 6.194905757904053 -0.20760349929332733
8.502711296081543 6.202362537384033 -0.2538760304450989
8.390585899353027 6.125827789306641 -0.21877053380012512
8.431654930114746 6.142483234405518 -0.19190241396427155
8.4371976852417 6.174309730529785 -0.17655150592327118
8.500929832458496 6.251687526702881 -0.14856861531734467
8.54664421081543 6.291713237762451 -0.08582703769207001
8.541004180908203 6.305377006530762 -0.09669220447540283
8.478006362915039 6.251823425292969 -0.08577368408441544
8.429107666015625 6.226502418518066 -0.10512353479862213
8.46530818939209 6.263993740081787 -0.08470664173364639
8.449256896972656 6.250363826751709 -0.01094081625342369
8.464457511901855 6.275139331817627 -0.019426031038165092
8.551631927490234 6.322858810424805 -0.03405088558793068
8.57131290435791 6.353631496429443 -0.05177031829953194
8.627083778381348 6.3788347244262695 -0.07250763475894928
8.612991333007812 6.384993553161621 -0.13820111751556396
8.582539558410645 6.36553430557251 -0.11179879307746887
8.58538818359375 6.358077526092529 -0.08939899504184723
8.622511863708496 6.383133888244629 -0.07735315710306168
8.676365852355957 6.447644233703613 -0.0852605476975441
8.681049346923828 6.425041198730469 -0.026294494047760963
8.645648956298828 6.4079484939575195 0.02183588594198227
8.68407154083252 6.447262763977051 0.04877350106835365
0.0 0.0 0.0
6.452879905700684 4.509438514709473 -0.10488943010568619
8.518911361694336 6.03921365737915 -0.3504055440425873
8.543596267700195 6.143130302429199 -0.24706315994262695
7.357071399688721 5.396756649017334 -0.1496904194355011
7.751406192779541 5.560977935791016 -0.17114725708961487
8.543066024780273 6.013455867767334 -0.22938565909862518
8.88910961151123 6.268003940582275 -0.3008231520652771
8.68509292602539 6.107312202453613 -0.294048011302948
8.64154052734375 6.059925079345703 -0.2354087382555008
8.709850311279297 6.109233379364014 -0.22971658408641815
8.688858985900879 6.144028663635254 -0.28307121992111206
8.613786697387695 6.098293781280518 -0.3061717748641968
8.415032386779785 5.972232818603516 -0.2981911301612854
8.336034774780273 5.918432712554932 -0.2767997980117798
8.458595275878906 5.985519886016846 -0.2678242623806
8.438042640686035 5.980130672454834 -0.2550022304058075
8.436382293701172 6.007901191711426 -0.26945072412490845
8.40756893157959 5.993395805358887 -0.27236443758010864
8.436508178710938 6.009096622467041 -0.2912038266658783
8.340559005737305 5.9666666984558105 -0.2840491235256195
8.395628929138184 6.000842571258545 -0.2818222641944885
8.36348819732666 6.003640174865723 -0.2969263195991516
8.295028686523438 5.938727855682373 -0.28194355964660645
8.363890647888184 5.99481201171875 -0.3004339635372162
8.453614234924316 6.054773807525635 -0.32878658175468445
8.499621391296387 6.083998680114746 -0.3252843916416168
8.573195457458496 6.1070637702941895 -0.32314279675483704
8.490260124206543 6.052862644195557 -0.3077486455440521
8.391307830810547 5.978022575378418 -0.31139257550239563
8.343035697937012 5.964113712310791 -0.31380128860473633
8.326045989990234 5.981990337371826 -0.33815014362335205
8.327041625976562 5.997572422027588 -0.3474218249320984
8.415645599365234 6.06572151184082 -0.3339233696460724
8.413917541503906 6.047773361206055 -0.3421311676502228
8.447257041931152 6.075469493865967 -0.35408416390419006
0.0 0.0 0.0
3.8130550384521484 2.648536205291748 0.4382515251636505
5.571292877197266 3.922088623046875 0.6842651963233948
6.16697359085083 4.25612735748291 0.48032307624816895
5.409903526306152 3.883904457092285 0.3728528618812561
5.34541130065918 3.8315818309783936 0.5494123101234436
5.825652122497559 4.15043306350708 0.5957359671592712
6.080282688140869 4.291512966156006 0.42611706256866455
6.180445194244385 4.335145473480225 0.275509774684906
6.260472774505615 4.405516147613525 0.15343932807445526
6.2190656661987305 4.399918556213379 0.06035228818655014
6.2059855461120605 4.401893138885498 -0.014320682734251022
6.330207824707031 4.459292411804199 -0.062338341027498245
6.286658763885498 4.455570220947266 -0.17928096652030945
6.2084059715271 4.419856548309326 -0.3016229569911957
6.190097332000732 4.4288835525512695 -0.42602887749671936
6.194016456604004 4.45751953125 -0.5713667273521423
6.255529403686523 4.500850677490234 -0.6474519371986389
6.336075305938721 4.564977169036865 -0.7048603296279907
6.420208930969238 4.635202407836914 -0.7786713242530823
6.427287578582764 4.652768135070801 -0.8238122463226318
6.499849796295166 4.710273265838623 -0.8068059086799622
6.650776386260986 4.794259548187256 -0.7804447412490845
6.704586505889893 4.8633856773376465 -0.7969026565551758
6.8058905601501465 4.931142330169678 -0.8299776315689087
6.89042854309082 4.986551284790039 -0.8981452584266663
6.870565891265869 4.9918718338012695 -0.9571884870529175
6.879881858825684 5.035220146179199 -1.0258042812347412
6.930449485778809 5.104805946350098 -1.042198657989502
6.968652248382568 5.128021717071533 -1.0910592079162598
7.023777008056641 5.182076930999756 -1.1127551794052124
7.095431804656982 5.247439861297607 -1.07813560962677
7.17728328704834 5.306606292724609 -1.0970650911331177
7.285100936889648 5.364292621612549 -1.124104380607605
7.41361665725708 5.476681232452393 -1.1386828422546387
7.396329402923584 5.473902225494385 -1.2102471590042114
0.0 0.0 0.0
64.76347351074219 40.84770965576172 -1.1739232540130615
106.32799530029297 70.23399353027344 -2.586313486099243
124.6618881225586 82.87647247314453 -1.135361909866333
119.97039794921875 82.11186218261719 6.393601894378662
128.68650817871094 87.71217346191406 14.001665115356445
139.62542724609375 93.64881896972656 15.906654357910156
139.22607421875 91.8116683959961 11.848775863647461
134.8103790283203 88.09127044677734 5.559675693511963
134.8181610107422 88.23799133300781 2.057373285293579
135.0977783203125 88.4103775024414 -0.8333700895309448
135.349365234375 88.99116516113281 -2.579547643661499
135.2469940185547 89.33750915527344 -5.204220294952393
134.98385620117188 89.93065643310547 -7.20719575881958
133.54222106933594 88.27128601074219 -9.571198463439941
135.83274841308594 89.39798736572266 -11.562668800354004
137.75218200683594 91.70626831054688 -13.879737854003906
138.20419311523438 92.61637115478516 -16.129331588745117
139.853759765625 93.51410675048828 -18.348621368408203
140.16009521484375 93.3984146118164 -19.810094833374023
139.0364990234375 93.38703918457031 -20.91608238220215
139.4755401611328 94.07806396484375 -21.11205291748047
140.25096130371094 94.34393310546875 -22.27855110168457
140.67413330078125 94.61731719970703 -24.484338760375977
141.52593994140625 95.10773468017578 -24.890789031982422
143.00914001464844 96.09980010986328 -25.4461669921875
144.49591064453125 97.18051147460938 -25.359249114990234
145.4130096435547 97.53093719482422 -25.779836654663086
146.5592498779297 98.36494445800781 -25.26409912109375
147.7401123046875 99.73533630371094 -26.118322372436523
148.35482788085938 100.45265197753906 -27.26055335998535
148.7239532470703 101.17269134521484 -27.396427154541016
149.830078125 101.9983139038086 -28.071809768676758
151.24147033691406 103.23126220703125 -29.212068557739258
151.20285034179688 103.10011291503906 -30.657432556152344
151.3488006591797 102.82599639892578 -31.929439544677734
0.0 0.0 0.0
52.59236526489258 35.191280364990234 -5.044766902923584
86.02954864501953 57.76530838012695 -9.132832527160645
91.46763610839844 61.11174392700195 -4.2916483879089355
78.20610809326172 53.43454360961914 4.322824001312256
86.73805236816406 59.27701187133789 8.45264720916748
93.69417572021484 63.01641845703125 9.674324989318848
93.88624572753906 63.37920379638672 9.1172456741333
91.46040344238281 61.78630065917969 5.852413177490234
93.67962646484375 62.806270599365234 3.983257532119751
96.56659698486328 64.9680404663086 2.8568172454833984
99.24931335449219 67.36543273925781 2.8507022857666016
101.71250915527344 69.49806213378906 1.5492724180221558
100.0732650756836 68.772705078125 1.5523353815078735
98.1803207397461 67.25794982910156 1.3608596324920654
99.04937744140625 67.68109130859375 1.7929487228393555
99.04251861572266 68.13068389892578 2.094165086746216
99.81407928466797 69.01912689208984 1.3646138906478882
100.39410400390625 69.8056411743164 0.8253411054611206
99.07378387451172 68.60723876953125 1.4121227264404297
97.02743530273438 67.58100128173828 1.3717886209487915
96.99491882324219 67.75392150878906 1.0463873147964478
98.39187622070312 67.98523712158203 -0.28763362765312195
97.96614837646484 68.17817687988281 -1.7396732568740845
98.32374572753906 68.4140625 -1.301697015762329
97.73625183105469 68.41348266601562 -0.7404055595397949
98.31090545654297 69.07255554199219 0.39674827456474304
98.94351959228516 69.52823638916016 1.254008412361145
98.28538513183594 69.08450317382812 2.3498315811157227
98.08363342285156 69.16264343261719 2.5023679733276367
97.6431655883789 68.9119873046875 1.7425559759140015
97.02452850341797 69.16615295410156 1.0567952394485474
97.76531219482422 69.23233032226562 0.6178191900253296
98.90045166015625 69.75967407226562 -0.22322534024715424
99.19384765625 70.459228515625 -0.9522213935852051
99.6747817993164 71.01490020751953 -0.8333573937416077
0.0 0.0 0.0
3.1145429611206055 1.7899198532104492 0.27653342485427856
4.821384429931641 2.8069489002227783 0.5965756773948669
5.557679653167725 3.2202165126800537 0.5135194659233093
4.961594104766846 2.990579128265381 0.42851147055625916
4.718078136444092 2.870093584060669 0.616623044013977
4.8307318687438965 2.918308734893799 0.6952371597290039
4.950748920440674 2.9877655506134033 0.5482769012451172
5.003548622131348 2.9898884296417236 0.3921480178833008
5.080560684204102 3.0367913246154785 0.2676700949668884
5.064018726348877 3.059201240539551 0.16311651468276978
5.099583148956299 3.1062819957733154 0.09206833690404892
5.261603832244873 3.1919519901275635 0.034780532121658325
5.221188068389893 3.210831642150879 -0.09299790859222412
5.1211371421813965 3.180291175842285 -0.21402360498905182
5.114620685577393 3.217672348022461 -0.34833621978759766
5.14618444442749 3.27128529548645 -0.516497015953064
5.236288070678711 3.331047534942627 -0.5817797780036926
5.260403156280518 3.3718202114105225 -0.6562811136245728
5.29758358001709 3.4151484966278076 -0.7035769820213318
5.306771755218506 3.455651044845581 -0.7719952464103699
5.472430229187012 3.560805559158325 -0.7623332738876343
5.632155895233154 3.641667127609253 -0.7247458100318909
5.6685590744018555 3.7063891887664795 -0.744522750377655
5.786401271820068 3.7929739952087402 -0.790269136428833
5.850650787353516 3.8372137546539307 -0.8560347557067871
5.822142601013184 3.8269176483154297 -0.8867406249046326
5.904515743255615 3.915144681930542 -0.928723931312561
5.977742671966553 4.011214256286621 -0.9609144330024719
6.048199653625488 4.049025535583496 -1.019112467765808
6.069766521453857 4.080681324005127 -1.0305685997009277
6.145005226135254 4.158012390136719 -0.9955671429634094
6.301764011383057 4.254860877990723 -0.9850815534591675
6.444107532501221 4.327640533447266 -1.0137276649475098
6.57592248916626 4.423835277557373 -1.0123131275177002
6.566274166107178 4.438257694244385 -1.1055749654769897
0.0 0.0 0.0
4.386074542999268 3.0379841327667236 0.1731300950050354
5.54026985168457 3.9704887866973877 0.23075537383556366
5.952633380889893 4.203346252441406 0.06400386244058609
5.501924991607666 3.8644306659698486 -0.14925144612789154
5.580659866333008 3.966403007507324 -0.25567755103111267
5.811146259307861 4.086474895477295 -0.30654892325401306
5.718842029571533 4.071356773376465 -0.31466200947761536
5.720865726470947 4.079843521118164 -0.28084880113601685
5.795162677764893 4.112416744232178 -0.2481662780046463
5.880710601806641 4.163816928863525 -0.1819174736738205
5.969979763031006 4.225580215454102 -0.19969408214092255
6.053493022918701 4.298552989959717 -0.21835340559482574
6.0644378662109375 4.302943229675293 -0.24880994856357574
5.987692356109619 4.252906799316406 -0.23872484266757965
5.991286754608154 4.250147342681885 -0.2193538248538971
5.98175048828125 4.251016139984131 -0.21163080632686615
6.029992580413818 4.295093059539795 -0.199681356549263
6.045403957366943 4.318681716918945 -0.1568364053964615
6.009521007537842 4.303993225097656 -0.1748407632112503
5.989748954772949 4.290181636810303 -0.18412485718727112
5.967136383056641 4.282436847686768 -0.18117739260196686
5.953505992889404 4.277392387390137 -0.17296232283115387
5.947263240814209 4.272524833679199 -0.13561774790287018
5.945098400115967 4.272530555725098 -0.14617569744586945
6.040276527404785 4.329022407531738 -0.15520471334457397
6.043057441711426 4.350828647613525 -0.1768183708190918
6.084150314331055 4.3707170486450195 -0.18314087390899658
6.092495441436768 4.374293804168701 -0.21101711690425873
6.092811107635498 4.378963470458984 -0.18603786826133728
6.047187805175781 4.3554463386535645 -0.1783778816461563
6.079776287078857 4.381040096282959 -0.17340099811553955
6.118624210357666 4.415587902069092 -0.17249946296215057
6.129484176635742 4.408420562744141 -0.14260876178741455
6.100565433502197 4.392141342163086 -0.11021771281957626
6.134821891784668 4.417973518371582 -0.09350718557834625
0.0 0.0 0.0
4.867774486541748 3.30452299118042 0.0810125470161438
6.12962007522583 4.278200149536133 0.006960813421756029
6.265929222106934 4.437551975250244 0.07507897913455963
5.533205986022949 3.9556467533111572 0.10494492202997208
5.769192218780518 4.031352996826172 0.12230822443962097
6.2045769691467285 4.310919761657715 0.05840525031089783
6.443509578704834 4.508854389190674 -0.029167236760258675
6.368893623352051 4.443389892578125 -0.035037003457546234
6.34566068649292 4.4215569496154785 -0.041904743760824203
6.3813300132751465 4.446032524108887 -0.06468192487955093
6.361473560333252 4.4583845138549805 -0.10481580346822739
6.292003154754639 4.4225850105285645 -0.11275651305913925
6.139797687530518 4.336806774139404 -0.1297927051782608
6.038209915161133 4.267414093017578 -0.147718608379364
6.12095832824707 4.304923057556152 -0.16324323415756226
6.122032642364502 4.306748867034912 -0.1731073409318924
6.148409843444824 4.355896472930908 -0.19784796237945557
6.126231670379639 4.348251819610596 -0.2023196518421173
6.208310127258301 4.3911590576171875 -0.19994068145751953
6.134124755859375 4.354856491088867 -0.20778420567512512
6.14456033706665 4.370520114898682 -0.20310311019420624
6.127684116363525 4.382068157196045 -0.21829424798488617
6.092728614807129 4.34834623336792 -0.22053714096546173
6.180558681488037 4.398141384124756 -0.24313384294509888
6.201263427734375 4.414945602416992 -0.25272148847579956
6.248680114746094 4.457730770111084 -0.25289231538772583
6.26024055480957 4.451355457305908 -0.2548639476299286
6.227656364440918 4.435349464416504 -0.2578408420085907
6.172201156616211 4.3925909996032715 -0.23679549992084503
6.188873767852783 4.404933929443359 -0.24013295769691467
6.15255069732666 4.401651382446289 -0.2764042615890503
6.102022171020508 4.372999668121338 -0.2858535647392273
6.200331687927246 4.442638397216797 -0.2725258469581604
6.198245525360107 4.436228275299072 -0.27638572454452515
6.203718662261963 4.455364227294922 -0.30801787972450256
